image_path,target
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00108.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00023.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00049.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00038.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00168.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00196.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00007.png,48.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00071.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00012.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00052.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00135.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00022.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00028.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00011.png,32.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00115.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00116.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00043.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00173.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00029.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00054.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00077.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00115.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00010.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00003.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00010.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00098.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00131.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00038.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00037.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00111.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00035.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00007.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00183.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00058.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00001.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00219.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00038.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00016.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00352.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00108.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00159.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00113.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00211.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00009.png,37.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00023.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00018.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample005\img005-00002.png,4.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00067.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00074.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00132.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00049.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00302.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00128.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00092.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00016.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00029.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00072.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00363.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00328.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00061.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00075.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00005.png,9.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00021.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00103.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00032.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00022.png,51.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00002.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00011.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00293.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00188.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00005.png,41.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00076.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00066.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00049.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00001.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00044.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00024.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00111.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00260.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00001.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00006.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00017.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00137.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00048.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00047.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00045.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00373.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00005.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00004.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00050.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00030.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00061.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00052.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00158.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00050.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00031.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00217.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00099.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00212.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00064.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00229.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00076.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00040.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00124.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00200.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00211.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00060.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00015.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00017.png,60.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00168.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00123.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00096.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00032.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00061.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00409.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample004\img004-00010.png,3.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00097.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00073.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00039.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00057.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00046.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00316.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00053.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00016.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00166.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00043.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00018.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00027.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00142.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00053.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00120.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00314.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00045.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00065.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00006.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00149.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00006.png,37.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00017.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00255.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00080.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00003.png,37.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00037.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00048.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00126.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00055.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00002.png,32.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00096.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00155.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00003.png,8.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00479.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00430.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00004.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00024.png,43.0
Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00039.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00067.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00092.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00130.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00060.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00038.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00323.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00042.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00117.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00043.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00075.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00352.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00006.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00340.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00005.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00170.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00033.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00099.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00226.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00324.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00122.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00048.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00077.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00465.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00141.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00019.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00297.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00067.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00461.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00020.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00122.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00159.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00042.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00372.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00013.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00053.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00049.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00110.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00068.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00386.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00019.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00114.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00012.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00063.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00184.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00002.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00050.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample042\img042-00023.png,41.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00029.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00104.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00233.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00274.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00201.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00027.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00196.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00214.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00257.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00045.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00004.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00139.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00006.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00009.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00160.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00008.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00081.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00030.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00106.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00018.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00056.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00087.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00224.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00097.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00012.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00045.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00059.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00087.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00123.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00026.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00042.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00026.png,46.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00031.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00142.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00020.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00003.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00033.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00022.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00376.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00087.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00001.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00105.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00034.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00139.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00043.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00122.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample060\img060-00009.png,59.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00100.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00065.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00179.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00035.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00101.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00021.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00046.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00049.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00142.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00020.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00040.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00015.png,8.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00011.png,46.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00323.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00075.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00326.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00032.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00008.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00001.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00192.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00129.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00230.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00018.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00062.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00019.png,48.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00301.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00071.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00021.png,32.0
Chars74kDataset/Img\BadImag\Bmp\Sample027\img027-00002.png,26.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00002.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00183.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00050.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample002\img002-00018.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00022.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00182.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00033.png,39.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00008.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00403.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00040.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00016.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00004.png,8.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00153.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00092.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00072.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample038\img038-00006.png,37.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00158.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00014.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00070.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00007.png,48.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00099.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00037.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00019.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00068.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00103.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00072.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00132.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample043\img043-00008.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00030.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00026.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00161.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00066.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00070.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00207.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00039.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00025.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00126.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00126.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00023.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00012.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00312.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00003.png,60.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00174.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00095.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00147.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00539.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00085.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00090.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00064.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00028.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00019.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00062.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample043\img043-00019.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample004\img004-00004.png,3.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00126.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00035.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00322.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00028.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00113.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00126.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00097.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00313.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00011.png,57.0
Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00013.png,41.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00064.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00079.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00063.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00002.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00018.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00112.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00030.png,7.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00004.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00044.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00088.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00179.png,24.0
