,image_path,target
9313,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00052.png,2.0
9020,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00243.png,19.0
8523,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00130.png,3.0
10976,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00064.png,18.0
2641,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00094.png,19.0
5957,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00004.png,13.0
8678,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00011.png,20.0
8110,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00089.png,0.0
10867,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00124.png,7.0
1381,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00025.png,20.0
11668,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00077.png,5.0
4870,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00168.png,0.0
2100,Chars74kDataset/Img\BadImag\Bmp\Sample038\img038-00008.png,1.0
8089,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00316.png,13.0
3186,Chars74kDataset/Img\BadImag\Bmp\Sample043\img043-00002.png,6.0
8881,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00406.png,0.0
10154,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00017.png,12.0
687,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00315.png,4.0
4712,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00218.png,4.0
6235,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00091.png,14.0
1525,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00067.png,3.0
5598,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00108.png,19.0
9625,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00098.png,4.0
3976,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00028.png,13.0
10445,Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00026.png,6.0
9855,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00159.png,14.0
9592,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00139.png,17.0
11778,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00081.png,20.0
11051,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00090.png,2.0
8861,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00014.png,21.0
8393,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00005.png,20.0
3635,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00068.png,9.0
8220,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00102.png,19.0
4329,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00006.png,2.0
7590,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00065.png,18.0
10160,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00001.png,5.0
6691,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00077.png,8.0
7921,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00389.png,17.0
11756,Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00036.png,20.0
5376,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00494.png,0.0
497,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00457.png,0.0
8282,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00090.png,6.0
3431,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00083.png,15.0
1641,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00097.png,15.0
4710,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00030.png,1.0
3529,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00015.png,24.0
4117,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00055.png,10.0
1594,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00018.png,10.0
7127,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00093.png,14.0
12092,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00427.png,4.0
5848,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00015.png,17.0
12202,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00166.png,7.0
7451,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00082.png,6.0
2639,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00035.png,17.0
3318,Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00018.png,12.0
1045,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00096.png,3.0
10230,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00159.png,3.0
6875,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00296.png,0.0
12208,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00101.png,19.0
679,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00107.png,17.0
2418,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00023.png,13.0
2830,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00034.png,11.0
3843,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00063.png,0.0
9319,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00185.png,8.0
4223,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00120.png,4.0
10987,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00023.png,5.0
9052,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00065.png,7.0
11337,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00122.png,19.0
7833,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00126.png,13.0
1270,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00134.png,0.0
2340,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00167.png,18.0
6424,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00030.png,19.0
2021,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00087.png,0.0
3944,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00030.png,23.0
3260,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00003.png,0.0
7039,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00152.png,4.0
6321,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00195.png,14.0
11363,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00047.png,4.0
10374,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00044.png,15.0
11921,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00094.png,0.0
404,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00064.png,14.0
5014,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00032.png,17.0
9364,Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00034.png,20.0
7376,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00037.png,8.0
7187,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00327.png,4.0
2001,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00186.png,7.0
7721,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00380.png,14.0
4744,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00076.png,11.0
6015,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00096.png,12.0
1562,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00047.png,17.0
2680,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00006.png,17.0
6025,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00130.png,0.0
586,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00096.png,0.0
6758,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00056.png,0.0
5414,Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00025.png,9.0
3021,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00134.png,18.0
9754,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00027.png,17.0
8762,Chars74kDataset/Img\BadImag\Bmp\Sample062\img062-00002.png,25.0
8392,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00297.png,0.0
8623,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00110.png,17.0
1744,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00060.png,12.0
2064,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00154.png,4.0
1177,Chars74kDataset/Img\BadImag\Bmp\Sample043\img043-00011.png,6.0
7944,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00064.png,13.0
5282,Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00018.png,16.0
11855,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00208.png,17.0
3147,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00040.png,9.0
5521,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00086.png,0.0
3336,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00038.png,10.0
8320,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00019.png,14.0
8789,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00043.png,17.0
6901,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00052.png,13.0
2931,Chars74kDataset/Img\BadImag\Bmp\Sample062\img062-00003.png,25.0
2973,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00043.png,22.0
5393,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00107.png,13.0
10939,Chars74kDataset/Img\BadImag\Bmp\Sample059\img059-00005.png,22.0
5238,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00126.png,3.0
1453,Chars74kDataset/Img\BadImag\Bmp\Sample058\img058-00009.png,21.0
4652,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00145.png,19.0
1103,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00333.png,18.0
8454,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00089.png,14.0
10172,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00031.png,24.0
10746,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00308.png,13.0
9267,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00149.png,0.0
1231,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00122.png,14.0
9458,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00015.png,20.0
1539,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00092.png,19.0
648,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00016.png,0.0
3252,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00102.png,14.0
5867,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00236.png,18.0
4770,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00075.png,13.0
11478,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00013.png,23.0
1438,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00009.png,14.0
5843,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00189.png,19.0
11775,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00011.png,19.0
3399,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00242.png,4.0
842,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00023.png,2.0
8670,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00112.png,0.0
693,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00021.png,1.0
6533,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00048.png,0.0
4128,Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00003.png,7.0
11258,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00070.png,4.0
7266,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00004.png,11.0
7810,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00014.png,8.0
7101,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00026.png,15.0
5882,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00011.png,22.0
10196,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00095.png,12.0
7336,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00111.png,12.0
5806,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00031.png,7.0
6337,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00157.png,4.0
6990,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00013.png,2.0
162,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00001.png,10.0
5823,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00036.png,13.0
11779,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00020.png,11.0
11370,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00097.png,17.0
4624,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00019.png,8.0
4742,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00006.png,10.0
3588,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00516.png,0.0
642,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00179.png,18.0
7467,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00035.png,11.0
7643,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00062.png,4.0
11967,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00175.png,2.0
10731,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00143.png,19.0
4201,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00081.png,19.0
5767,Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00006.png,7.0
11688,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00168.png,17.0
2900,Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00010.png,10.0
11121,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00105.png,17.0
6559,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00040.png,7.0
7612,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00084.png,12.0
6782,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00086.png,13.0
9604,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00101.png,8.0
3057,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00098.png,12.0
3195,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00324.png,0.0
4559,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00014.png,5.0
12148,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00084.png,8.0
1100,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00031.png,12.0
5187,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00024.png,10.0
12396,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00032.png,11.0
11670,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00029.png,6.0
3374,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00036.png,0.0
6779,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00130.png,18.0
2394,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00052.png,11.0
2508,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00041.png,15.0
3,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00082.png,11.0
1414,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00094.png,0.0
9880,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00016.png,8.0
5746,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00231.png,18.0
35,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00137.png,3.0
8369,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00019.png,9.0
3561,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00053.png,3.0
3132,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00336.png,0.0
6751,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00161.png,4.0
5048,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00550.png,0.0
7272,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00089.png,0.0
8694,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00047.png,8.0
4672,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00067.png,8.0
1989,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00011.png,22.0
7860,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00112.png,14.0
8163,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00197.png,18.0
12378,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00235.png,14.0
3608,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00172.png,13.0
9320,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00096.png,0.0
1859,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00158.png,4.0
5600,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00343.png,0.0
64,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00284.png,0.0
7443,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00140.png,13.0
9677,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00086.png,17.0
10773,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00050.png,19.0
5812,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00002.png,2.0
6987,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00010.png,1.0
2293,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00045.png,14.0
10276,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00098.png,15.0
9391,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00053.png,11.0
4608,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00019.png,22.0
9792,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00123.png,8.0
7998,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00025.png,0.0
1753,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00266.png,4.0
4502,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00388.png,0.0
12191,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00057.png,20.0
6191,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00539.png,0.0
2451,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00013.png,4.0
3065,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00238.png,4.0
2307,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00070.png,11.0
10527,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00001.png,11.0
1523,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00162.png,4.0
167,Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00036.png,24.0
2296,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00348.png,4.0
4146,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00013.png,21.0
12367,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00067.png,6.0
9439,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00169.png,2.0
1228,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00127.png,3.0
595,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00078.png,15.0
5808,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00101.png,2.0
2050,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00163.png,13.0
8020,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00419.png,0.0
2775,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00097.png,13.0
3299,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00111.png,17.0
1024,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00140.png,0.0
8874,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00031.png,13.0
10769,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00035.png,0.0
1676,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00361.png,14.0
3806,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00114.png,11.0
2332,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00171.png,17.0
12440,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00013.png,10.0
5562,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00174.png,0.0
6065,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00063.png,8.0
501,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00039.png,16.0
2917,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00017.png,5.0
7635,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00140.png,13.0
8598,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00104.png,13.0
4882,Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00001.png,25.0
3907,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00337.png,13.0
9926,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00131.png,0.0
6919,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00034.png,3.0
1800,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00021.png,4.0
11449,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00022.png,21.0
12070,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00059.png,14.0
8302,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00162.png,4.0
4671,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00109.png,7.0
8726,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00005.png,0.0
6070,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00029.png,2.0
7822,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00003.png,14.0
6283,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00496.png,0.0
10538,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00095.png,18.0
2362,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00099.png,15.0
3395,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00025.png,12.0
8166,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00069.png,6.0
11075,Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00017.png,6.0
3638,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00187.png,14.0
4442,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00167.png,19.0
10988,Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00027.png,7.0
11458,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00102.png,13.0
3628,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00161.png,19.0
85,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00208.png,2.0
6299,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00193.png,18.0
8706,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00212.png,17.0
9153,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00041.png,18.0
12095,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00277.png,0.0
1702,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00194.png,17.0
12005,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00042.png,18.0
5933,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00032.png,17.0
5635,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00066.png,19.0
7097,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00049.png,17.0
68,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00083.png,11.0
6695,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00044.png,11.0
11232,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00356.png,0.0
3912,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00115.png,11.0
8206,Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00008.png,10.0
1151,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00037.png,0.0
2343,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00067.png,8.0
2188,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00166.png,8.0
5269,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00049.png,2.0
441,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00055.png,17.0
2790,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00156.png,13.0
4429,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00220.png,0.0
6960,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00100.png,17.0
5423,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00055.png,21.0
598,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00065.png,24.0
11759,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00037.png,12.0
9461,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00115.png,18.0
10401,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00057.png,8.0
7530,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00488.png,0.0
4895,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00087.png,15.0
6189,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00095.png,15.0
2075,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00050.png,20.0
1119,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00118.png,8.0
11256,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00017.png,23.0
472,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00358.png,14.0
10191,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00021.png,4.0
1230,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00332.png,4.0
6705,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00507.png,0.0
9124,Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00033.png,6.0
10712,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00051.png,18.0
9772,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00148.png,4.0
7308,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00035.png,4.0
8132,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00216.png,8.0
8277,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00183.png,18.0
8779,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00074.png,2.0
5716,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00039.png,7.0
2789,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00090.png,13.0
8529,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00066.png,20.0
695,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00069.png,17.0
9133,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00224.png,8.0
12072,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00008.png,5.0
10789,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00136.png,13.0
2948,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00302.png,4.0
